gene,gene_number,cpath,cost,x,y
Tubb5,246,"[12834, 63696, 78203, 101592]",0.396795049,757.250727,1381.158691
Vim,261,"[44939, 67949, 73498, 98978]",0.397712489,1029.266808,1080.923374
Rps15a,191,"[27725, 54732, 81125, 106263]",0.399477142,809.9048084,1126.254419
Thy1,228,"[37252, 87502, 92095, 103397]",0.39957347,753.8552687,1273.484066
St13,220,"[32598, 42470, 54886, 61879]",0.400855429,936.3969547,1071.219004
Ctbp1,24,"[27278, 61257, 78962, 89985]",0.403014422,1002.623677,1095.156892
Snrnp70,210,"[53566, 73559, 96014, 112393]",0.404294371,1057.136384,1149.588552
Ssrp1,219,"[32647, 75639, 97474, 104844]",0.404898327,953.6659437,1152.503366
Mrfap1,89,"[22518, 68477, 72897, 86754]",0.405037525,810.4809521,1071.753441
Lmna,77,"[24283, 76813, 87111, 108919]",0.405126888,978.9828937,1064.356989
Lrrc59,79,"[37188, 75754, 84842, 111381]",0.405718138,731.4554951,1367.486892
Vim,261,"[44288, 67222, 72816, 98277]",0.406281891,791.9635649,1019.769806
Mdh2,85,"[36054, 61578, 74713, 99352]",0.406939848,784.697634,1096.352547
Idh2,65,"[17767, 60110, 64362, 88315]",0.407779194,1024.443688,1142.548235
Pkm,144,"[5181, 20587, 90726, 92864]",0.408672938,893.3306498,1082.778821
Ybx1,263,"[62233, 75729, 101451, 111361]",0.408756155,716.9772812,1414.807126
Vim,261,"[45019, 68043, 73584, 99068]",0.409037986,1096.074095,1142.724561
Mrfap1,89,"[22071, 68059, 72488, 86381]",0.409360875,682.8688291,1430.444387
Ssrp1,219,"[32182, 75538, 96540, 104389]",0.409558398,800.6050272,1192.551869
Ybx1,263,"[62153, 75687, 101385, 111322]",0.409976042,637.0970471,1458.206725
Crlf1,19,"[3610, 43292, 67434, 81237]",0.41125484,843.7687145,1355.129515
Zfp36l1,269,"[956, 17246, 51824, 71811]",0.411443455,915.0447453,1197.674469
Myh9,118,"[37818, 41234, 71618, 107594]",0.412927851,871.0520873,1120.060491
Csnk2b,23,"[48716, 75485, 83907, 91170]",0.413467749,703.0442412,1393.41908
Trps1,243,"[28002, 32460, 42335, 83427]",0.414234592,875.4560975,1281.876441
Ybx1,263,"[62164, 75692, 101392, 111327]",0.415280656,648.8247387,1366.753295
Rbbp7,181,"[56462, 77304, 99403, 106206]",0.415901292,791.999264,1163.429443
Actn4,3,"[11372, 23364, 58184, 61452]",0.416235602,746.2676661,1288.289453
Fkbp4,44,"[60106, 65437, 79034, 86320]",0.416475132,1022.793588,1137.767513
Vim,261,"[44901, 67901, 73461, 98927]",0.416907064,1016.704788,1105.275647
Stt3a,222,"[55553, 64985, 85166, 105489]",0.417357076,844.8676936,1091.518843
Cct5,10,"[35135, 71696, 74148, 88758]",0.42012712,887.2981551,1341.776929
Cnn2,16,"[12425, 50989, 70599, 102726]",0.420308697,1036.831254,1135.136125
Cct5,10,"[35198, 71748, 74172, 88772]",0.420614827,899.7525245,1305.107419
Vim,261,"[44660, 67640, 73193, 98669]",0.420618833,934.6518507,1061.449497
Ncl,121,"[15795, 29830, 100124, 107808]",0.420979626,957.2765995,1056.122971
Vim,261,"[44061, 66990, 72565, 98056]",0.42113755,732.9808054,1323.140406
Rpl18a,187,"[27634, 30468, 47933, 96447]",0.42176007,790.1799599,1153.127653
Efemp2,30,"[22050, 43973, 66897, 88407]",0.422167796,1076.692662,1139.888531
Spon2,213,"[32456, 53293, 76441, 103743]",0.424554104,873.3914379,1328.035979
Vim,261,"[44664, 67643, 73199, 98678]",0.42494977,936.7406817,1070.496377
Lmna,77,"[23796, 76263, 86831, 108574]",0.425064336,831.6208584,1072.886773
Rbbp7,181,"[56959, 77839, 100177, 106539]",0.425494294,971.904467,1079.903681
Mmp14,87,"[11965, 48306, 76518, 91623]",0.426549219,899.9312138,1111.256984
Hdgf,56,"[25771, 45878, 64274, 107920]",0.427412387,993.7281469,1199.257443
Lrrc59,79,"[38064, 76683, 85355, 112109]",0.427414064,948.0632663,1075.240397
Rps15a,191,"[27479, 54585, 80878, 106085]",0.427546079,751.4306831,964.7227974
Hnrnpk,59,"[10973, 29991, 46984, 79764]",0.42794595,986.7433255,1228.793846
Tubb5,246,"[13477, 63986, 78549, 102015]",0.428000636,834.7822958,1073.114643
Tomm40,235,"[25340, 78614, 83350, 92683]",0.428765409,849.7437409,1420.909239
Gsto1,54,"[39659, 82907, 96004, 106722]",0.428805173,1052.447219,1071.425513
Rac1,175,"[10402, 32412, 71560, 78636]",0.429354938,857.7684252,1356.547638
Myc,117,"[1617, 21271, 30316, 105165]",0.4293582,748.9649015,1269.152011
Tubb5,246,"[13163, 63853, 78390, 101827]",0.429622008,797.3414526,1087.551531
Arf1,6,"[30140, 61302, 87252, 98952]",0.42970424,1022.588431,1107.121956
Spp1,214,"[226, 49022, 53709, 64720]",0.429904321,776.9741015,1224.753431
negative_control,825,"[28649, 42816, 61457, 96156]",0.430067197,748.2963811,1361.911044
Rrp1,198,"[16107, 40487, 58038, 79900]",0.430739807,1035.215678,1091.56164
Spon2,213,"[32074, 53044, 75913, 103478]",0.432363752,775.836112,1175.859314
Lrrc59,79,"[37354, 75925, 84940, 111523]",0.433182603,777.406764,1290.102586
Spp1,214,"[948, 49593, 54179, 65149]",0.433638927,914.0125388,1089.3445
Ybx1,263,"[63178, 76861, 102504, 112240]",0.433733764,989.4840594,1020.689269
Cs,20,"[33430, 52591, 60686, 95255]",0.433769935,837.3608971,1086.029617
Morf4l2,88,"[12363, 28438, 55932, 97847]",0.433788576,1022.286897,1147.637191
Prmt1,153,"[35578, 63138, 100206, 111062]",0.433821231,978.5183995,1065.850981
Mrpl20,96,"[4669, 23627, 30532, 57514]",0.434500167,803.5029113,1108.064585
Emp1,39,"[5087, 22716, 45588, 84374]",0.4345896,865.5764942,1326.59833
Ddx17,26,"[33499, 56725, 102110, 107564]",0.434628706,854.6069282,1328.808411
Ybx1,263,"[63435, 77068, 102789, 112392]",0.434691351,1056.465285,1108.767236
Vim,261,"[44540, 67511, 73078, 98547]",0.434728359,864.8028233,1127.570965
Maged1,82,"[58745, 74397, 86239, 103926]",0.435051601,984.1329982,1039.067695
Mrpl15,93,"[23000, 66701, 89944, 102506]",0.435344658,990.2786265,1068.896601
Cnn2,16,"[12552, 51036, 70624, 102825]",0.435526836,1084.425567,1128.218905
Eef1g,28,"[4660, 26499, 38779, 62621]",0.437448,802.0682444,1046.981383
Hdgf,56,"[25958, 46007, 64374, 108081]",0.439812501,1027.664503,1121.577032
Hspa8,62,"[22903, 56920, 94003, 110983]",0.441037862,956.5838118,1252.835467
Rcc2,183,"[20929, 42563, 55783, 94519]",0.441359311,968.3446057,1065.330675
Timp2,229,"[31553, 62732, 87836, 101977]",0.441440933,826.3913367,1324.32651
Cct5,10,"[35678, 72266, 74455, 88931]",0.44235598,1003.530755,1178.137244
Mdh2,85,"[35902, 61465, 74601, 99184]",0.442977922,751.6801884,1285.633109
Zyx,271,"[23546, 40866, 84148, 94320]",0.443202543,793.2093277,1115.273091
G3bp1,49,"[38476, 56140, 89033, 108277]",0.443435311,721.5258613,1361.404637
Eif4b,37,"[8837, 33063, 47832, 78218]",0.443751844,760.33063,1366.523364
Ppp2r1a,151,"[35427, 41495, 77773, 86158]",0.44505515,947.9531598,1152.991369
Vim,261,"[45008, 68033, 73575, 99059]",0.445789393,1074.924904,1114.411623
U2af2,249,"[8157, 30966, 59810, 70273]",0.446895487,937.2836403,1225.610011
Efemp2,30,"[21251, 42762, 65534, 87382]",0.447228707,701.1953439,1377.30762
Arf1,6,"[30115, 61286, 87233, 98928]",0.447595925,1016.692674,1015.480116
Spon2,213,"[32190, 53114, 76063, 103584]",0.447777897,801.6125287,1115.713953
negative_control,1713,"[16254, 63617, 72561, 99140]",0.448982537,731.8446678,1398.09809
Aebp1,4,"[2632, 29722, 43612, 83607]",0.449129582,937.4480066,1271.426627
Ybx1,263,"[62157, 75689, 101387, 111325]",0.450494139,640.5730394,1492.075901
Vat1,259,"[19692, 37143, 89006, 104115]",0.451628584,702.755272,1406.04954
Ywhaz,268,"[5430, 67688, 85376, 102371]",0.452606865,955.0744049,1060.311304
Actn4,3,"[12249, 24347, 58784, 62008]",0.452772287,1000.570884,1173.271827
Snx3,211,"[9891, 58298, 89203, 111528]",0.453510715,778.9641374,1057.599149
Fgf7,43,"[50313, 67112, 83025, 94264]",0.453916282,766.4494528,1218.346539
Lamp1,74,"[33305, 47990, 58403, 68454]",0.454355985,806.0899771,1382.373972
Fus,47,"[51235, 70934, 77252, 92215]",0.455180109,778.3767773,1045.074082
Rnf11,185,"[35834, 61372, 90143, 105977]",0.455437475,1111.862332,1096.097198
Tubb5,246,"[13071, 63831, 78350, 101778]",0.45571833,788.6632826,1332.094221
Lrrc59,79,"[37762, 76369, 85183, 111865]",0.455724125,851.9695548,1241.30581
Oaf,133,"[22090, 58974, 61393, 79187]",0.455768405,707.8201704,1364.977497
Mrpl43,103,"[12824, 53011, 84001, 108326]",0.456177975,756.1262496,965.2007774
Ctsb,25,"[1951, 69729, 83154, 95052]",0.456590381,802.7610367,1162.607177
Rad21,176,"[16538, 51310, 73803, 102945]",0.457594466,791.5904936,1274.392754
Vim,261,"[44446, 67407, 72992, 98454]",0.457907759,837.5669499,1453.193691
Cs,20,"[32969, 52323, 60248, 94745]",0.458064195,734.3045866,1330.20158
Hspa8,62,"[22713, 56745, 93854, 110664]",0.458354953,862.4275185,1345.208192
Cox7a2l,18,"[4235, 47197, 51068, 88433]",0.459901892,713.9464624,1409.049012
Thy1,228,"[37919, 88021, 92892, 103790]",0.460763362,903.2905716,1085.141284
negative_control,1354,"[19974, 32127, 101773, 103534]",0.460868232,788.1622384,1147.444877
Hspa8,62,"[22907, 56921, 94002, 110982]",0.461604862,956.5740999,1079.611117
Ppp2r1a,151,"[35695, 41707, 77929, 86296]",0.462063663,1008.664481,1118.731743
Cox7a2l,18,"[5006, 47473, 51616, 88709]",0.463047985,850.0890994,1026.113905
Vim,261,"[44494, 67453, 73039, 98497]",0.464725973,848.5975987,1053.901037
Lrrc59,79,"[38053, 76670, 85350, 112097]",0.465433842,944.8454854,1146.196012
Oaf,133,"[22419, 59226, 61607, 79393]",0.466854674,790.0959634,1176.046875
Ube2m,252,"[4975, 25315, 80269, 93817]",0.467015339,846.0934288,1061.130507
Gpi1,52,"[18320, 57486, 69660, 96460]",0.467588038,791.8756657,1175.099657
Vim,261,"[44881, 67880, 73436, 98911]",0.468149969,1011.339837,1065.016103
Prmt1,153,"[34432, 62493, 99320, 110228]",0.468269042,779.3974542,1096.03746
H1f0,55,"[38746, 45362, 67246, 101822]",0.468765672,796.2671993,1063.644193
Tbrg1,225,"[80729, 91099, 94161, 112390]",0.468854233,1054.842301,1117.517273
Snx5,212,"[15491, 40137, 82397, 92799]",0.470955402,876.874626,1222.84174
Ubxn1,253,"[25331, 31585, 58501, 80276]",0.471368171,849.0986873,1002.556987
Pkm,144,"[5583, 21016, 90937, 93270]",0.472962511,987.7674315,1103.346985
Lrrc59,79,"[37645, 76245, 85125, 111769]",0.475105799,828.5857008,1381.302269
Ybx1,263,"[63393, 77045, 102743, 112373]",0.47568191,1041.24964,1168.922148
Hspa8,62,"[22786, 56800, 93907, 110771]",0.475863555,896.5642082,1075.582108
Tcf25,226,"[8568, 26036, 53558, 74533]",0.476479173,1044.412393,1129.304271
Mrps5,110,"[17830, 47127, 90097, 103283]",0.476642367,1042.087728,1145.526219
Tubb5,246,"[14192, 64205, 78835, 102405]",0.47685573,965.0967127,1075.794131
Maged1,82,"[58594, 74172, 86058, 103785]",0.477213067,900.2970168,1304.912441
Vdac1,260,"[50958, 87260, 101320, 112343]",0.477687384,1025.215419,1096.006732
Hspa8,62,"[22682, 56716, 93834, 110636]",0.478715071,852.4230756,1075.528369
Snrnp70,210,"[52970, 72511, 94704, 111343]",0.478757821,705.4300412,1389.580584
Csnk2b,23,"[48877, 75502, 83998, 91272]",0.478988068,755.3145716,1362.338912
Npc2,128,"[13710, 20506, 99821, 105554]",0.480194729,871.5781696,1326.201144
Mrfap1,89,"[22845, 68957, 73192, 87013]",0.480234864,933.7710733,1120.913027
Ywhaz,268,"[4233, 66946, 84823, 101441]",0.480618258,712.2898961,1349.40713
Vim,261,"[44020, 66948, 72524, 98014]",0.480880184,712.5866711,1402.38839
Aebp1,4,"[2145, 29192, 43234, 83282]",0.481483919,832.1392246,1281.607835
Rad21,176,"[16530, 51301, 73797, 102943]",0.482224454,790.3314112,1014.13593
G3bp1,49,"[38458, 56108, 89015, 108264]",0.484036966,709.0671698,1397.989692
Rac1,175,"[10692, 32569, 71857, 78756]",0.484467061,925.8576198,1063.5069
Twist2,247,"[46124, 69445, 80779, 106858]",0.484589024,710.0015749,1364.772507
Vim,261,"[44627, 67607, 73168, 98641]",0.484760866,914.9612696,1075.774405
Vim,261,"[44535, 67504, 73075, 98540]",0.48560333,861.6793944,1360.002297
Gpi1,52,"[18056, 57377, 69491, 96165]",0.486278925,749.7909177,1306.086664
Ptgs1,169,"[38026, 44663, 59808, 64138]",0.486388991,935.6140329,1053.683541
Psma7,161,"[45295, 59183, 85772, 96391]",0.486735343,784.4188355,996.116125
Ppp2r1a,151,"[35823, 41849, 78004, 86357]",0.487475756,1062.873733,1137.426524
Ubxn1,253,"[26002, 31884, 58881, 80713]",0.487598556,1037.470349,1059.003731
Rnf11,185,"[34756, 60605, 89410, 105387]",0.488064784,818.9210662,1333.381612
Vim,261,"[44684, 67664, 73221, 98705]",0.488611227,946.4329206,1263.84495
Tpm1,238,"[4261, 70696, 87424, 103329]",0.488720901,725.8335721,1333.668678
Ywhag,265,"[3388, 26431, 46313, 78354]",0.488895116,789.2969383,1090.561088
Oaf,133,"[22425, 59232, 61611, 79394]",0.488924253,790.9329326,1346.808189
Lrrc59,79,"[38271, 76916, 85500, 112282]",0.48971439,1003.314026,1101.808256
Hdgf,56,"[25590, 45740, 64158, 107769]",0.490138557,946.0745164,1053.464208
negative_control,1044,"[50231, 54576, 67030, 75790]",0.490653287,746.9734138,1338.703335
Rab5c,173,"[12436, 52247, 67989, 80716]",0.491156948,1040.664026,1102.808872
Vim,261,"[44190, 67120, 72711, 98192]",0.492340318,768.3192714,1176.363845
Vim,261,"[44028, 66955, 72533, 98025]",0.492862386,716.3144621,1407.339629
Rad21,176,"[16739, 51463, 73944, 103008]",0.492901248,819.9858706,1215.425374
Zyx,271,"[23522, 40835, 84127, 94308]",0.493319443,788.2794189,1121.334932
Vim,261,"[44079, 67008, 72585, 98079]",0.495155083,740.2140055,1390.504762
Vim,261,"[44298, 67230, 72829, 98286]",0.495219786,793.8723737,1182.826106
Vim,261,"[44675, 67654, 73214, 98692]",0.495423288,942.884203,1268.594184
Ptges3,168,"[6993, 19486, 41685, 107962]",0.495664483,1001.719411,1172.735681
Ddx17,26,"[33231, 56451, 101792, 107258]",0.496532932,790.2256335,1259.16591
Hdgf,56,"[25378, 45583, 64050, 107581]",0.497228482,862.5036248,1123.417681
Vim,261,"[44725, 67716, 73266, 98755]",0.49731977,964.1898566,1084.574059
Rpl15,186,"[48924, 55245, 100555, 107068]",0.498357549,761.5151847,956.989365
Rad21,176,"[16890, 51578, 74042, 103051]",0.499738471,841.0361771,1304.69766
Idh3g,66,"[24348, 42643, 54424, 112275]",0.500166675,1001.348154,1129.458915
Eif4g2,38,"[26273, 33001, 56216, 90229]",0.500283872,745.0262295,951.3665021
Nudt9,132,"[48530, 52102, 66709, 107912]",0.500545059,992.0507909,1066.532676
Ncl,121,"[14988, 28893, 99398, 107272]",0.501230437,792.1486092,985.2535947
Rpsa,197,"[2896, 19448, 97699, 104956]",0.501477355,992.0007647,1030.363403
Jun,70,"[23512, 64759, 84120, 107230]",0.503008987,786.9190072,1238.249702
negative_control,2058,"[61506, 72681, 88493, 91290]",0.50323135,760.8340436,1292.44235
Tubb5,246,"[14390, 64300, 78959, 102563]",0.50376243,1002.038239,1189.052154
Rcc2,183,"[19849, 41976, 55258, 94260]",0.504978197,765.733757,1392.687005
Vim,261,"[44026, 66954, 72530, 98022]",0.505991762,715.3917253,1366.323059
Uba1,250,"[59344, 69774, 101892, 102981]",0.506494168,811.0570092,1113.252041
Tpm1,238,"[5054, 71561, 87940, 103720]",0.506766811,857.8268258,1022.243129
negative_control,2019,"[63177, 79771, 88184, 107904]",0.507015528,989.3026011,1106.448445
Csf1,21,"[16580, 43018, 56507, 83133]",0.508001038,798.135763,1144.182452
Fkbp9,46,"[38066, 54279, 61067, 109735]",0.508025082,948.3397332,1153.047121
Sec13,204,"[50456, 64819, 98319, 107325]",0.508504107,801.0218804,1180.478135
Lmna,77,"[24373, 76944, 87204, 108981]",0.508518629,1007.577253,1189.773313
Spp1,214,"[314, 49102, 53764, 64781]",0.509483247,790.5861563,1121.705994
Vim,261,"[44077, 67005, 72583, 98074]",0.509547687,739.3799955,1305.646841
G3bp1,49,"[38566, 56279, 89133, 108330]",0.509721106,760.1084468,1249.333658
Ybx1,263,"[62697, 76181, 101930, 111721]",0.509918114,818.1105211,1012.525688
Thy1,228,"[37350, 87615, 92194, 103483]",0.51170336,776.2097742,1231.09956
Vim,261,"[44133, 67067, 72652, 98142]",0.512161987,755.4735561,1340.445377
Rpl15,186,"[49762, 55810, 101204, 107867]",0.512531103,979.8935819,1057.637252
Eef1g,28,"[5460, 27125, 39404, 63084]",0.513033199,963.5890571,1240.548841
Rcc2,183,"[20473, 42308, 55585, 94446]",0.513165672,862.0209084,1123.220604
Ybx1,263,"[62727, 76225, 101970, 111750]",0.513191666,824.8919555,1059.805219
Vat1,259,"[20367, 37727, 89539, 104598]",0.514571727,842.5569426,1124.420866
Lrrc59,79,"[37405, 75972, 84966, 111559]",0.515403246,786.9459241,1291.474978
Mbd3,84,"[18855, 54039, 66194, 86000]",0.51605385,866.1795024,1213.531868
Ddx17,26,"[34119, 57257, 102811, 108208]",0.516283465,1070.075501,1127.713593
negative_control,948,"[19250, 32646, 44698, 76702]",0.516344072,953.4451476,1075.636882
Spp1,214,"[1302, 49854, 54430, 65374]",0.516802567,1003.46557,1182.782549
negative_control,838,"[31843, 44887, 79000, 91792]",0.516952781,1012.81752,1158.938741
Arf1,6,"[30152, 61317, 87266, 98973]",0.517653259,1028.095573,1039.947882
Prps1l3,154,"[10360, 23889, 36458, 66131]",0.517660581,850.2367853,1097.346842
Ube2m,252,"[5676, 25854, 80670, 94101]",0.517948144,1009.201664,1042.114903
Malat1,83,"[12378, 17773, 47094, 66828]",0.518702865,1025.877615,1190.150989
Aebp1,4,"[2234, 29285, 43310, 83340]",0.518761255,847.3065604,1321.091484
Myh9,118,"[38156, 41573, 72098, 107839]",0.519194392,970.6061209,1063.345634
Maged1,82,"[58276, 73718, 85733, 103468]",0.519728377,771.555949,1361.596794
Oxct1,134,"[14889, 34412, 68260, 109156]",0.520379529,775.608682,1289.901332
Vim,261,"[44757, 67757, 73314, 98790]",0.521405853,977.2244115,1053.882605
negative_control,2097,"[53458, 67747, 73298, 88141]",0.522917246,973.1167137,1102.040548
Cnn2,16,"[11582, 50390, 69632, 101759]",0.523005517,785.9106052,1079.626354
Arf1,6,"[30160, 61320, 87269, 98981]",0.523360125,1029.671753,1206.194004
Lmna,77,"[23764, 76229, 86813, 108550]",0.523990301,825.5954131,1351.185241
Rpl18a,187,"[27498, 30340, 47823, 96206]",0.524650755,756.6028843,992.110912
Rpl15,186,"[49979, 55971, 101340, 108120]",0.525940499,1036.459339,1187.904005
Junb,71,"[20172, 33332, 50489, 105360]",0.527830705,811.8091371,1128.560931
Xdh,262,"[42757, 68065, 79941, 99092]",0.528099756,692.8058409,1414.132574
Tpm1,238,"[4537, 70992, 87661, 103527]",0.530022646,786.0185782,1109.483136
Hspd1,64,"[13945, 45684, 77691, 85301]",0.530066963,916.6768033,1072.267475
Mdh2,85,"[36941, 61957, 75330, 100209]",0.530350525,978.819829,1070.587456
Ybx1,263,"[62502, 75950, 101727, 111538]",0.531075271,781.8521458,1012.48103
Kars,72,"[47164, 81753, 83869, 100457]",0.531533975,1095.997931,1104.114425
negative_control,1307,"[25520, 58617, 62982, 106466]",0.531983398,919.0559448,1116.445186
Rars,180,"[24461, 57233, 80730, 86356]",0.532106065,1057.278409,1140.240026
Uqcrc1,256,"[39645, 61339, 79087, 94638]",0.533201512,1040.493688,1114.184139
Mrpl4,101,"[6263, 53125, 71160, 76085]",0.533298965,805.823127,1141.158115
Zfp36l2,270,"[34237, 79239, 81816, 96127]",0.535229744,740.5611368,1391.331704
Mtap,114,"[9198, 45601, 81312, 92784]",0.537523268,872.9638469,1343.194333
U2af2,249,"[7313, 30300, 59023, 69480]",0.539428179,742.5034385,1380.043441
Rrp1,198,"[15262, 40018, 57612, 79508]",0.539652554,829.1553208,1352.714208
Maged1,82,"[58862, 74507, 86330, 104037]",0.541432361,1026.988516,1120.403145
Nedd4,126,"[6248, 25076, 38784, 47982]",0.541586824,803.1648495,1056.560109
Lmna,77,"[24470, 77082, 87343, 109052]",0.542495231,1069.548939,1084.070302
Xdh,262,"[43927, 69330, 80706, 100401]",0.542621964,1031.035017,1115.185677
Tpm1,238,"[5766, 72394, 88342, 104050]",0.542816719,1033.199625,1082.379098
Skp1a,207,"[36280, 63929, 81160, 104493]",0.543694992,819.6667334,1361.491043
Gas1,50,"[8481, 31843, 62055, 79838]",0.544422955,1012.999979,1159.107955
Vim,261,"[44649, 67630, 73186, 98662]",0.544468234,930.3699664,1089.478192
Vim,261,"[44370, 67319, 72913, 98365]",0.544542797,813.0360875,1142.449952
Ybx1,263,"[63493, 77095, 102833, 112406]",0.547445486,1098.091983,1091.526661
Rpl4,189,"[3766, 68876, 84441, 92892]",0.547907011,903.5369155,1085.027082
U2af2,249,"[7255, 30250, 58966, 69435]",0.547950259,695.2855397,1397.642513
Ly6e,81,"[47708, 65473, 79916, 109035]",0.548036263,1043.01413,1179.381057
Hnrnpul1,60,"[39759, 46214, 55242, 83004]",0.549061087,759.380685,1239.888378
Rps15a,191,"[27553, 54640, 80974, 106159]",0.549536695,774.6647442,1228.848579
Arf1,6,"[29750, 61045, 87031, 98693]",0.550516716,943.5978965,1259.254134
Eef1g,28,"[4998, 26752, 39053, 62827]",0.552311386,848.8972046,1051.553524
Sfpq,206,"[32050, 54627, 74657, 86581]",0.553922842,768.5463738,1383.283239
Spon2,213,"[32505, 53321, 76495, 103773]",0.553936527,890.9631238,1309.069058
Ywhaq,267,"[52166, 62048, 91788, 112308]",0.555279913,1010.108256,1188.176374
Emp1,39,"[4820, 22576, 45467, 84249]",0.556332033,822.6175339,1150.413393
Morf4l2,88,"[12578, 28516, 56043, 97960]",0.558135574,1098.696246,1113.240208
Rbm3,182,"[57179, 79064, 87280, 91849]",0.558768607,1032.273091,1125.946212
Ncl,121,"[14924, 28810, 99333, 107195]",0.559030527,781.1935763,1361.648003
Vim,261,"[44871, 67872, 73426, 98900]",0.559068829,1008.615358,1168.678919
G3bp1,49,"[39566, 57085, 90008, 108984]",0.560503134,1008.70693,1131.630277
Rbbp7,181,"[56711, 77531, 99757, 106374]",0.560579463,851.0947851,1051.129617
Jun,70,"[23298, 64506, 83897, 106822]",0.561975816,689.1037627,1430.017253
Rpn2,190,"[10425, 21623, 78645, 97029]",0.562962521,861.8709256,1119.910671
Rcn3,184,"[18858, 39118, 55592, 87958]",0.563507691,866.6546244,1322.642679
Polr2e,148,"[18449, 40958, 64845, 81114]",0.563594211,807.0924389,1011.845008
Ncl,121,"[15403, 29323, 99755, 107550]",0.56395669,851.5373767,1058.072374
