gene,gene_number,cpath,cost,x,y,z,cellid,cc,cc_size,pos,cell,lvf,zvf,wf,svf,dr
Vat1,259,"[21164, 38338, 90051, 105048]",3.0375979968265012,1025.1438702697503,1086.4978145365415,0.0,1,3074,1,0,1,7.0,1.0,0.0,0.0,0
Junb,71,"[21165, 34012, 50959, 105943]",1.6892060493546273,1025.6457072571511,1122.9582832737779,0.0,1,3075,3,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21177, 42707, 55961, 94620]",0.9446623801511749,1031.628974398548,1192.4283480110666,0.0,1,3076,1,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21180, 42706, 55964, 94626]",0.834424373029085,1032.4460987231516,1176.9833206250353,0.0,1,3077,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1626,"[21181, 52230, 93435, 108106]",2.5445342443822305,1032.7341809328514,1166.1637807461257,0.0,1,3078,1,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21184, 42709, 55967, 94628]",1.1880831230243436,1034.207054001052,1094.4232688103607,0.0,1,3079,1,0,1,7.0,1.0,0.0,0.0,0
Vat1,259,"[21192, 38365, 90087, 105075]",1.2972019249402837,1039.3577643228114,1119.1282379902393,0.0,1,3080,1,0,1,7.0,1.0,0.0,0.0,0
Top2a,236,"[21197, 43945, 81705, 111281]",3.1655227416029486,1043.2386652846483,1136.2825651696844,0.0,1,3081,1,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21200, 42725, 55996, 94646]",0.9082555340578645,1045.3353227215512,1183.273705783818,0.0,1,3082,1,0,1,7.0,1.0,0.0,0.0,0
Vat1,259,"[21202, 38370, 90106, 105079]",2.545232674947296,1045.1758047088167,1157.1434004015678,0.0,1,3083,1,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21203, 42726, 55997, 94645]",2.950236641520323,1045.3625085782537,1079.1719270382919,0.0,1,3084,1,0,1,7.0,1.0,0.0,0.0,0
Lmna,77,"[24464, 77072, 87332, 109046]",1.471473585526167,1059.231470322134,1161.225325063147,0.0,1,3085,10,0,1,7.0,1.0,0.0,0.0,0
Nr2f2,129,"[26073, 44997, 81728, 88392]",1.8619208171612662,1057.6617283068967,1159.8160991672994,0.0,1,3085,10,0,1,7.0,1.0,0.0,0.0,0
Tcp1,227,"[21224, 40500, 63437, 99048]",2.4377975509639276,1057.6710227494652,1161.7527419868784,0.0,1,3085,10,0,1,7.0,1.0,0.0,0.0,0
negative_control,1495,"[46064, 62131, 73560, 106733]",3.4704432029285344,1056.8521846125207,1161.5324339328665,0.0,1,3085,10,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21225, 42734, 56015, 94658]",2.3822478470218704,1058.1362034161357,1141.3051738422369,0.0,1,3086,1,0,1,7.0,1.0,0.0,0.0,0
Mrps9,111,"[34121, 58062, 90133, 94174]",2.9317254285674554,1071.0479233569786,1176.1303598156196,0.0,1,3087,2,0,1,7.0,1.0,0.0,0.0,0
Rcc2,183,"[21241, 42746, 56032, 94676]",1.7427059188345895,1080.6372681250073,1176.5873323322937,0.0,1,3088,1,0,1,7.0,1.0,0.0,0.0,0
Vat1,259,"[21243, 38406, 90135, 105106]",2.9234434143029464,1083.1016216633943,1159.6227948534056,0.0,1,3089,1,0,1,7.0,1.0,0.0,0.0,0
Vat1,259,"[21247, 38415, 90145, 105110]",1.0529119658436603,1127.8974002442667,1092.9529330667167,0.0,1,3090,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21248, 42751, 65517, 87362]",2.3130271474587425,625.0910185669225,1491.8764371480943,0.0,1,3091,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21251, 42762, 65534, 87382]",0.44722870676918347,701.1953438979855,1377.3076199173706,0.0,1,3092,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21266, 40621, 69482, 99165]",0.5699491126462677,744.8216281412259,1275.796771197986,0.0,1,3093,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21306, 40730, 69557, 99268]",0.9716061789935428,770.1832482215194,1203.3570628246443,0.0,1,3094,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21313, 40742, 69570, 99284]",2.9737766657089684,773.0695484262728,1360.3807682042363,0.0,1,3095,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21320, 42895, 65692, 87609]",1.7915926620577893,775.5280266915006,1157.5387554913618,0.0,1,3096,2,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21326, 77244, 94880, 108368]",1.1331319781405647,776.3463011648814,1216.3531524166137,0.0,1,3097,1,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[21338, 63794, 80046, 103498]",0.7751984300972701,780.1194397683065,1193.9409116474985,0.0,1,3098,2,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[21342, 63799, 80052, 103507]",0.9151715152295832,782.1337179166044,1186.1560007958249,0.0,1,3099,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21361, 42967, 65758, 87673]",3.866450490977469,788.6272444337017,1326.9019546188783,0.0,1,3100,1,0,1,7.0,1.0,0.0,0.0,0
Ddx17,26,"[33231, 56451, 101792, 107258]",0.49653293214026906,790.2256335158269,1259.1659099254966,0.0,1,3101,9,0,1,7.0,1.0,0.0,0.0,0
negative_control,1049,"[21372, 39862, 64785, 77303]",1.9470674524396498,791.8401815226309,1257.6835889768615,0.0,1,3101,9,0,1,7.0,1.0,0.0,0.0,0
negative_control,1861,"[24980, 31457, 44275, 64770]",2.0434768780855874,789.6304986243805,1259.532553870158,0.0,1,3101,9,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22414, 68319, 72792, 86661]",3.328718378496462,788.3461559036627,1259.759829886921,0.0,1,3101,9,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21373, 40858, 69668, 99399]",3.1141498272774006,792.1285928424682,1202.1957339649757,0.0,1,3102,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21385, 43004, 65797, 87714]",1.1257536111494504,795.9463911732953,1094.3435397192566,0.0,1,3103,1,0,1,7.0,1.0,0.0,0.0,0
Pafah1b3,136,"[21411, 37500, 67274, 108462]",3.8525161832705406,801.9161455246333,1052.6384603751026,0.0,1,3104,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21428, 77361, 95075, 108484]",3.805494861813185,806.8969538932554,1141.5691005217698,0.0,1,3105,1,0,1,7.0,1.0,0.0,0.0,0
Pafah1b3,136,"[21431, 37530, 67296, 108485]",2.345876931326063,807.3821790611047,1127.950760440198,0.0,1,3106,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21447, 77381, 95095, 108504]",2.386870137037005,811.0038535722531,1178.3879465682667,0.0,1,3107,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21465, 43138, 65918, 87798]",2.7732562256745377,815.9852080009982,1173.3204278822664,0.0,1,3108,1,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[21485, 63925, 80179, 103628]",3.1723817524181683,819.455427864628,1386.0246742671172,0.0,1,3109,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21492, 41046, 69844, 99597]",2.927746346915588,822.8150553839018,1302.0609701997805,0.0,1,3110,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1049,"[21494, 39990, 64906, 77422]",2.7559084952883297,822.3287328529832,1175.1711183554903,0.0,1,3111,1,0,1,7.0,1.0,0.0,0.0,0
Pafah1b3,136,"[21511, 37640, 67383, 108558]",2.2630036215765332,827.0834815571019,1370.65470946259,0.0,1,3112,1,0,1,7.0,1.0,0.0,0.0,0
Spon2,213,"[32324, 53199, 76264, 103664]",3.1443672327705783,831.4943799110046,1343.8033853440634,0.0,1,3113,3,0,1,7.0,1.0,0.0,0.0,0
negative_control,676,"[21531, 74919, 85139, 94395]",3.4454977878275885,833.2338687710375,1342.4856755032458,0.0,1,3113,3,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21542, 41111, 69903, 99674]",3.4090178249320964,835.7428580525352,1138.9383660567437,0.0,1,3114,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21549, 43258, 66059, 87872]",0.7439843877307982,836.926381794032,1340.0096044099344,0.0,1,3115,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21569, 43285, 66095, 87890]",1.1681633398947542,842.8673562245106,1085.4437972160933,0.0,1,3116,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21584, 43308, 66109, 87900]",1.962656568610399,847.0825954592501,1335.3957583444756,0.0,1,3117,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21588, 77525, 95315, 108625]",1.6505866331786943,849.8356986364004,1191.353941670595,0.0,1,3118,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21591, 77523, 95310, 108626]",0.2947709734536488,849.7155355519059,1129.924637869677,0.0,1,3119,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21599, 41190, 69980, 99768]",3.37494766910647,853.38008683518,1306.873532079359,0.0,1,3120,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21610, 41205, 70007, 99787]",1.2557651857015188,858.4821930178052,1128.7415877577432,0.0,1,3121,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21615, 77547, 95359, 108649]",2.9822566561442625,859.5133128956372,1331.4791295031443,0.0,1,3122,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21616, 41207, 70011, 99792]",0.16931175378864197,859.5844294235482,1102.2041470413028,0.0,1,3123,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21643, 77578, 95398, 108674]",3.7126213407527136,871.4788312918688,1203.1603275798757,0.0,1,3124,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21654, 77583, 95408, 108678]",0.25227857740798726,873.3672874407267,1252.5883119723387,0.0,1,3125,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21657, 77588, 95413, 108682]",2.7605858329499613,874.6064114632376,1213.9809068034795,0.0,1,3126,1,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[21658, 64063, 80341, 103750]",2.651759880566939,874.4991889560188,1103.0741983050286,0.0,1,3127,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21663, 77595, 95420, 108686]",0.6247570864209138,876.2268692418183,1234.019758445168,0.0,1,3128,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21667, 77600, 95427, 108694]",3.7744654210996633,878.9886331024095,1225.3904839410973,0.0,1,3129,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21670, 77602, 95429, 108696]",0.8495542516939827,879.9247340148228,1303.9471710465168,0.0,1,3130,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21673, 77605, 95434, 108699]",1.7750505618908303,881.2374719351167,1236.4027937429435,0.0,1,3131,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21680, 77608, 95439, 108701]",2.0545465160918734,882.5423373063577,1211.7567444113563,0.0,1,3132,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21683, 77610, 95442, 108704]",0.6148244926711218,883.5586412343075,1195.3563422184618,0.0,1,3133,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21691, 41285, 70101, 99868]",0.8322480814608164,887.229672626558,1119.3480318589986,0.0,1,3134,1,0,1,7.0,1.0,0.0,0.0,0
Fus,47,"[51737, 71693, 77614, 92846]",1.5828449545067145,886.2805554331245,1308.9757791986976,0.0,1,3135,2,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21699, 43449, 66287, 87996]",1.0050374086427591,888.3987768913487,1095.390070005574,0.0,1,3136,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21713, 77632, 95480, 108721]",0.3037356009526353,893.8527181207992,1241.7401520129558,0.0,1,3137,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21730, 77647, 95509, 108737]",1.8759316148606233,900.5349647219533,1213.547446193692,0.0,1,3138,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21750, 77663, 95528, 108752]",1.7159420713447855,906.5200247442805,1242.1208618582705,0.0,1,3139,2,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21774, 41378, 70194, 99974]",1.7250939009191444,916.5976885198899,1147.9112847943718,0.0,1,3140,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21778, 41387, 70201, 99985]",3.2249650306508637,918.9029562856349,1261.1280243860792,0.0,1,3141,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21793, 77706, 95592, 108779]",2.4060395136769213,923.7356050946348,1126.0001906944838,0.0,1,3142,2,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21807, 77715, 95607, 108793]",2.406335315629595,928.2968972963737,1259.16642714651,0.0,1,3143,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21820, 77725, 95619, 108798]",1.880693186411746,930.6659295197439,1269.8865877921185,0.0,1,3144,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21850, 77761, 95663, 108824]",3.6277805115602737,943.5357810614066,1259.6370722244985,0.0,1,3145,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21853, 77760, 95660, 108826]",1.4371619787610133,943.8555080208001,1222.566816438163,0.0,1,3146,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21859, 77768, 95673, 108835]",1.2225685278159062,947.0696354717987,1147.745643522489,0.0,1,3147,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1276,"[21872, 48419, 52800, 95695]",3.926174772823165,952.4804363333003,1115.856257487327,0.0,1,3148,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21887, 43677, 66567, 88097]",3.7083406762162685,955.5187342953379,1078.4680134597763,0.0,1,3149,1,0,1,7.0,1.0,0.0,0.0,0
Ergic1,41,"[21889, 41520, 70348, 100119]",1.705248398343615,955.546273450437,1121.2064262688746,0.0,1,3150,2,0,1,7.0,1.0,0.0,0.0,0
Fus,47,"[52016, 72089, 77828, 93189]",0.9083290493913001,968.8505330776092,1178.8147583213197,0.0,1,3151,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,816,"[21938, 36923, 61164, 97609]",1.4257748739233929,975.4826516407692,1127.5157174587032,0.0,1,3152,1,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[21972, 64271, 80628, 103944]",0.8545818219008312,992.1368608352802,1115.7457478929327,0.0,1,3153,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21976, 77891, 95845, 108942]",1.1790078749391137,993.1069889705117,1155.014314428145,0.0,1,3154,1,0,1,7.0,1.0,0.0,0.0,0
Pafah1b3,136,"[21986, 38255, 67823, 108959]",1.441165634973259,998.4296126625715,1209.3155349182598,0.0,1,3155,1,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[21987, 64293, 80645, 103972]",2.54377916164011,999.7613306578896,1122.524971467574,0.0,1,3156,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[21994, 43868, 66762, 88245]",2.4559999072733474,1004.5521491344512,1031.1955421677612,0.0,1,3157,1,0,1,7.0,1.0,0.0,0.0,0
Pgrmc1,143,"[22003, 64318, 80672, 104000]",0.9552924236650554,1009.6503046806258,1201.9714907309026,0.0,1,3158,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[22022, 77969, 95962, 109015]",1.7529375225001438,1026.2653977754453,1155.6446811128078,0.0,1,3159,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[22037, 43950, 66866, 88373]",1.9830898783219166,1044.1968475837452,1180.99134274279,0.0,1,3160,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[22039, 43952, 66869, 88375]",1.1316950183888463,1046.0773741950186,1184.3829899239354,0.0,1,3161,1,0,1,7.0,1.0,0.0,0.0,0
Efemp2,30,"[22050, 43973, 66897, 88407]",0.42216779631128776,1076.6926621570392,1139.8885307734618,0.0,1,3162,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22052, 56056, 93491, 109984]",2.243367961694407,632.8399630609463,1474.1635962680296,0.0,1,3163,1,0,1,7.0,1.0,0.0,0.0,0
Txn2,248,"[22057, 32893, 86371, 91140]",0.8495965050820738,652.0217448985161,1453.9399301245166,0.0,1,3164,1,0,1,7.0,1.0,0.0,0.0,0
Raly,177,"[22060, 45029, 56069, 75694]",0.35413106320539983,658.4365071654288,1458.9210411762724,0.0,1,3165,1,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22063, 68057, 72480, 86377]",0.21813769215788592,676.0237497102361,1404.4803202631,0.0,1,3166,1,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22065, 68058, 72484, 86378]",3.65627822620258,679.2263083554467,1425.3214426706363,0.0,1,3167,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22067, 56078, 93494, 109989]",3.082477757208909,681.5273693921395,1405.3970183888296,0.0,1,3168,1,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22071, 68059, 72488, 86381]",0.40936087460826986,682.8688290841064,1430.4443870748712,0.0,1,3169,1,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22073, 68061, 72490, 86383]",0.8372520240693748,686.9380944941181,1385.6117431250782,0.0,1,3170,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,473,"[22075, 30249, 78032, 100469]",2.3807449674902523,694.8159927541229,1383.5134980204762,0.0,1,3171,1,0,1,7.0,1.0,0.0,0.0,0
Lmna,77,"[23307, 75709, 86394, 108260]",0.2272915191985295,703.0705807938843,1410.9788665341637,0.0,1,3172,3,0,1,7.0,1.0,0.0,0.0,0
Oaf,133,"[22090, 58974, 61393, 79187]",0.4557684049748714,707.8201703812892,1364.97749692493,0.0,1,3173,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22093, 56110, 93501, 110006]",0.7282985951176907,709.1821432720668,1386.3768968148759,0.0,1,3174,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22103, 56128, 93506, 110017]",2.1195717726050196,717.217140456855,1349.4353355023268,0.0,1,3175,1,0,1,7.0,1.0,0.0,0.0,0
Txn2,248,"[22110, 32939, 86421, 91188]",1.8181241035727724,718.4525070602393,1378.9502732510905,0.0,1,3176,3,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22112, 56134, 93510, 110025]",0.6167388589394995,719.4003249739353,1338.2487540703635,0.0,1,3177,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22114, 56138, 93511, 110028]",2.659605169942449,720.8874955455747,1399.9561897852166,0.0,1,3178,1,0,1,7.0,1.0,0.0,0.0,0
Mrpl15,93,"[22115, 65555, 89036, 101466]",1.8383654852787181,722.7337004247775,1407.9069450451955,0.0,1,3179,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1815,"[22117, 32945, 42781, 60222]",2.694261959518556,723.9070484085938,1363.0118755277533,0.0,1,3180,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22128, 56167, 93518, 110042]",3.262654180699662,729.0118675701814,1381.49535696892,0.0,1,3181,2,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22130, 56158, 93519, 110041]",1.2870735314991302,728.8956714867111,1350.6820318819277,0.0,1,3182,3,0,1,7.0,1.0,0.0,0.0,0
negative_control,1295,"[32953, 62261, 80810, 91209]",2.5671934169323296,727.4247081474143,1348.529335658679,0.0,1,3182,3,0,1,7.0,1.0,0.0,0.0,0
negative_control,1649,"[47210, 78105, 100490, 106042]",1.6147291908424566,730.5685106235665,1353.922458161962,0.0,1,3183,4,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22133, 56170, 93521, 110049]",2.6825522197753724,731.5844485173534,1354.3743071373196,0.0,1,3183,4,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22138, 56173, 93524, 110052]",3.3479301364406147,733.4853383275845,1361.308957882867,0.0,1,3184,1,0,1,7.0,1.0,0.0,0.0,0
Ddx17,26,"[32965, 56174, 101494, 106919]",1.4476967493916995,732.347369795826,1356.51017064376,0.0,1,3185,3,0,1,7.0,1.0,0.0,0.0,0
negative_control,1395,"[22140, 79228, 87439, 98063]",3.179006641371556,734.1325907105329,1356.7100251970724,0.0,1,3185,3,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22148, 56183, 93525, 110058]",1.2470651298562312,735.7180444415991,1302.888614825851,0.0,1,3186,1,0,1,7.0,1.0,0.0,0.0,0
Xdh,262,"[42803, 68128, 79972, 99157]",1.7228284027549219,740.9835279321505,1382.258668284776,0.0,1,3187,2,0,1,7.0,1.0,0.0,0.0,0
Raly,177,"[22160, 45105, 56197, 75771]",1.94328820977599,740.214730142342,1335.4017639159165,0.0,1,3188,3,0,1,7.0,1.0,0.0,0.0,0
Prmt1,153,"[34242, 62304, 99156, 110073]",2.0016887350161134,741.0688856442307,1335.3242005118454,0.0,1,3188,3,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22168, 56206, 93535, 110077]",0.7652532278573416,741.9829134711592,1401.2434764234354,0.0,1,3189,1,0,1,7.0,1.0,0.0,0.0,0
Raly,177,"[22171, 45122, 56208, 75779]",2.069886493167215,743.3189038990757,1395.2770864450388,0.0,1,3190,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22179, 56215, 93540, 110084]",1.223099101230915,744.9441633702072,1385.7786183415678,0.0,1,3191,1,0,1,7.0,1.0,0.0,0.0,0
Rbm3,182,"[56218, 78151, 86496, 91245]",1.4635597488051932,745.2452990456849,1346.8400593065194,0.0,1,3192,3,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22188, 56225, 93544, 110096]",2.6260923958994358,748.3937981498137,1394.901114016428,0.0,1,3193,1,0,1,7.0,1.0,0.0,0.0,0
Raly,177,"[22204, 45153, 56231, 75803]",0.6730699308749492,750.8860913594772,1292.3300455518365,0.0,1,3194,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22206, 56236, 93551, 110106]",2.417901922915946,751.5005294926667,1279.728316435793,0.0,1,3195,1,0,1,7.0,1.0,0.0,0.0,0
Raly,177,"[22211, 45158, 56239, 75809]",1.448999133314936,752.5382020273836,1321.31833424239,0.0,1,3196,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22213, 56243, 93554, 110110]",1.7137017207020748,752.8089504096482,1263.7536845700179,0.0,1,3197,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1395,"[22215, 79271, 87501, 98121]",1.9866376029619293,752.9943221628754,1350.2719957125428,0.0,1,3198,2,0,1,7.0,1.0,0.0,0.0,0
